ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,E_total
315,3.16e-05,248.912,1382500,1.3825e+08,1.44194e-18,7.20163e-19,0,9.174e-19,1.42757e-11,1.42757e-11
316,3.17e-05,250.237,1386875,1.38688e+08,1.44687e-18,7.22172e-19,0,9.20628e-19,1.4275e-11,1.4275e-11
317,3.18e-05,251.444,1391250,1.39125e+08,1.4516e-18,7.24215e-19,0,9.23313e-19,1.42743e-11,1.42743e-11
318,3.19e-05,253.655,1395625,1.39563e+08,1.45588e-18,7.27409e-19,0,9.26708e-19,1.42736e-11,1.42736e-11
319,3.2e-05,255.659,1400000,1.4e+08,1.46058e-18,7.29404e-19,0,9.29558e-19,1.42728e-11,1.42729e-11
320,3.21e-05,257.124,1404375,1.40438e+08,1.4659e-18,7.31666e-19,0,9.32894e-19,1.42721e-11,1.42721e-11
321,3.22e-05,258.533,1408750,1.40875e+08,1.46935e-18,7.33721e-19,0,9.34919e-19,1.42714e-11,1.42715e-11
322,3.23e-05,259.711,1413125,1.41313e+08,1.4729e-18,7.35569e-19,0,9.36994e-19,1.42707e-11,1.42707e-11
323,3.24e-05,261.835,1417500,1.4175e+08,1.47825e-18,7.3864e-19,0,9.4078e-19,1.427e-11,1.427e-11
324,3.25e-05,263.638,1421875,1.42188e+08,1.48288e-18,7.40446e-19,0,9.43451e-19,1.42693e-11,1.42693e-11
325,3.26e-05,265.34,1426250,1.42625e+08,1.48694e-18,7.43077e-19,0,9.46301e-19,1.42686e-11,1.42686e-11
326,3.27e-05,267.87,1430625,1.43063e+08,1.49173e-18,7.45429e-19,0,9.49472e-19,1.42678e-11,1.42678e-11
327,3.28e-05,269.483,1435000,1.435e+08,1.49687e-18,7.47821e-19,0,9.52851e-19,1.42671e-11,1.42671e-11
328,3.29e-05,271.823,1439375,1.43938e+08,1.50205e-18,7.50196e-19,0,9.5609e-19,1.42664e-11,1.42664e-11
329,3.3e-05,273.569,1443750,1.44375e+08,1.50603e-18,7.51488e-19,0,9.57868e-19,1.42657e-11,1.42657e-11
330,3.31e-05,274.921,1448125,1.44813e+08,1.51027e-18,7.54365e-19,0,9.61081e-19,1.42649e-11,1.42649e-11
331,3.32e-05,276.162,1452500,1.4525e+08,1.51478e-18,7.56339e-19,0,9.63633e-19,1.42642e-11,1.42642e-11
332,3.33e-05,277.271,1456875,1.45688e+08,1.52011e-18,7.58359e-19,0,9.66925e-19,1.42635e-11,1.42635e-11
333,3.34e-05,279.681,1461250,1.46125e+08,1.52516e-18,7.61507e-19,0,9.70667e-19,1.42628e-11,1.42628e-11
334,3.35e-05,281.502,1465625,1.46563e+08,1.52937e-18,7.63627e-19,0,9.73243e-19,1.4262e-11,1.42621e-11
335,3.36e-05,282.901,1470000,1.47e+08,1.53319e-18,7.65914e-19,0,9.75737e-19,1.42613e-11,1.42613e-11
336,3.37e-05,284.311,1474375,1.47438e+08,1.53756e-18,7.68331e-19,0,9.78569e-19,1.42606e-11,1.42606e-11
337,3.38e-05,285.653,1478750,1.47875e+08,1.54337e-18,7.70777e-19,0,9.82445e-19,1.42599e-11,1.42599e-11
338,3.39e-05,288.158,1483125,1.48313e+08,1.54741e-18,7.72583e-19,0,9.84717e-19,1.42591e-11,1.42591e-11
339,3.4e-05,290.153,1487500,1.4875e+08,1.55266e-18,7.75521e-19,0,9.88454e-19,1.42584e-11,1.42584e-11
340,3.41e-05,291.668,1491875,1.49188e+08,1.55673e-18,7.77034e-19,0,9.90316e-19,1.42577e-11,1.42577e-11
341,3.42e-05,293.059,1496250,1.49625e+08,1.56098e-18,7.79677e-19,0,9.93604e-19,1.4257e-11,1.4257e-11
342,3.43e-05,294.279,1500625,1.50063e+08,1.56589e-18,7.81986e-19,0,9.96488e-19,1.42562e-11,1.42562e-11
343,3.44e-05,296.732,1505000,1.505e+08,1.57036e-18,7.84115e-19,0,9.99279e-19,1.42555e-11,1.42555e-11
344,3.45e-05,298.402,1509375,1.50938e+08,1.57487e-18,7.86912e-19,0,1.00245e-18,1.42548e-11,1.42548e-11
345,3.46e-05,299.649,1513750,1.51375e+08,1.57882e-18,7.88547e-19,0,1.00475e-18,1.4254e-11,1.4254e-11
346,3.47e-05,300.694,1518125,1.51813e+08,1.58381e-18,7.91198e-19,0,1.0081e-18,1.42533e-11,1.42533e-11
347,3.48e-05,301.723,1522500,1.5225e+08,1.58796e-18,7.92834e-19,0,1.0102e-18,1.42526e-11,1.42526e-11
348,3.49e-05,304.278,1526875,1.52688e+08,1.59271e-18,7.95327e-19,0,1.01345e-18,1.42518e-11,1.42518e-11
349,3.5e-05,306.242,1531250,1.53125e+08,1.59771e-18,7.96529e-19,0,1.01594e-18,1.42511e-11,1.42511e-11
350,3.51e-05,307.603,1535625,1.53563e+08,1.60158e-18,8.0056e-19,0,1.01951e-18,1.42504e-11,1.42504e-11
351,3.52e-05,308.881,1540000,1.54e+08,1.60702e-18,8.02022e-19,0,1.02238e-18,1.42496e-11,1.42496e-11
352,3.53e-05,310.514,1544375,1.54438e+08,1.61061e-18,8.05458e-19,0,1.02555e-18,1.42489e-11,1.42489e-11
353,3.54e-05,313.04,1548750,1.54875e+08,1.61536e-18,8.07455e-19,0,1.02817e-18,1.42482e-11,1.42482e-11
354,3.55e-05,314.799,1553125,1.55313e+08,1.62037e-18,8.09638e-19,0,1.0317e-18,1.42474e-11,1.42474e-11
355,3.56e-05,316.516,1557500,1.5575e+08,1.6247e-18,8.11504e-19,0,1.03389e-18,1.42467e-11,1.42467e-11
356,3.57e-05,317.998,1561875,1.56188e+08,1.62878e-18,8.1409e-19,0,1.03678e-18,1.42459e-11,1.42459e-11
357,3.58e-05,319.797,1566250,1.56625e+08,1.63355e-18,8.15853e-19,0,1.03942e-18,1.42452e-11,1.42452e-11
358,3.59e-05,322.307,1570625,1.57063e+08,1.63884e-18,8.18553e-19,0,1.04304e-18,1.42445e-11,1.42445e-11
359,3.6e-05,324.108,1575000,1.575e+08,1.64197e-18,8.20643e-19,0,1.04481e-18,1.42437e-11,1.42437e-11
360,3.61e-05,325.601,1579375,1.57938e+08,1.64722e-18,8.23012e-19,0,1.04841e-18,1.4243e-11,1.4243e-11
361,3.62e-05,327.203,1583750,1.58375e+08,1.65103e-18,8.25202e-19,0,1.05071e-18,1.42422e-11,1.42422e-11
362,3.63e-05,329.898,1588125,1.58813e+08,1.65607e-18,8.27885e-19,0,1.05412e-18,1.42415e-11,1.42415e-11
363,3.64e-05,331.713,1592500,1.5925e+08,1.6618e-18,8.30116e-19,0,1.05778e-18,1.42408e-11,1.42408e-11
364,3.65e-05,333.23,1596875,1.59688e+08,1.6657e-18,8.31633e-19,0,1.05988e-18,1.424e-11,1.424e-11
365,3.66e-05,334.547,1601250,1.60125e+08,1.6701e-18,8.34644e-19,0,1.06311e-18,1.42393e-11,1.42393e-11
366,3.67e-05,336.656,1605625,1.60563e+08,1.67473e-18,8.36189e-19,0,1.06546e-18,1.42385e-11,1.42385e-11
367,3.68e-05,339.352,1610000,1.61e+08,1.67908e-18,8.38994e-19,0,1.06865e-18,1.42378e-11,1.42378e-11
368,3.69e-05,341.217,1614375,1.61438e+08,1.6831e-18,8.40573e-19,0,1.07073e-18,1.4237e-11,1.4237e-11
369,3.7e-05,342.768,1618750,1.61875e+08,1.68876e-18,8.43303e-19,0,1.07476e-18,1.42363e-11,1.42363e-11
370,3.71e-05,344.221,1623125,1.62313e+08,1.69296e-18,8.46241e-19,0,1.0778e-18,1.42355e-11,1.42355e-11
371,3.72e-05,346.35,1627500,1.6275e+08,1.69731e-18,8.48438e-19,0,1.08051e-18,1.42348e-11,1.42348e-11
372,3.73e-05,348.796,1631875,1.63188e+08,1.70139e-18,8.51404e-19,0,1.08356e-18,1.4234e-11,1.4234e-11
373,3.74e-05,350.5,1636250,1.63625e+08,1.70628e-18,8.53503e-19,0,1.08658e-18,1.42333e-11,1.42333e-11
374,3.75e-05,351.958,1640625,1.64063e+08,1.71134e-18,8.54821e-19,0,1.08911e-18,1.42325e-11,1.42325e-11
375,3.76e-05,353.625,1645000,1.645e+08,1.71602e-18,8.57442e-19,0,1.09228e-18,1.42318e-11,1.42318e-11
376,3.77e-05,356.214,1649375,1.64938e+08,1.71935e-18,8.59989e-19,0,1.09473e-18,1.4231e-11,1.4231e-11
377,3.78e-05,357.891,1653750,1.65375e+08,1.72487e-18,8.61628e-19,0,1.0978e-18,1.42303e-11,1.42303e-11
378,3.79e-05,359.292,1658125,1.65813e+08,1.72849e-18,8.65101e-19,0,1.10072e-18,1.42295e-11,1.42295e-11
379,3.8e-05,361.514,1662500,1.6625e+08,1.73362e-18,8.66833e-19,0,1.1038e-18,1.42288e-11,1.42288e-11
380,3.81e-05,364.238,1666875,1.66688e+08,1.738e-18,8.69177e-19,0,1.10658e-18,1.4228e-11,1.4228e-11
381,3.82e-05,366.271,1671250,1.67125e+08,1.74167e-18,8.71189e-19,0,1.10874e-18,1.42273e-11,1.42273e-11
382,3.83e-05,367.739,1675625,1.67563e+08,1.74716e-18,8.74118e-19,0,1.11253e-18,1.42265e-11,1.42265e-11
383,3.84e-05,369.111,1680000,1.68e+08,1.75207e-18,8.76139e-19,0,1.11553e-18,1.42257e-11,1.42257e-11
384,3.85e-05,370.989,1684375,1.68438e+08,1.75652e-18,8.7751e-19,0,1.11785e-18,1.4225e-11,1.4225e-11
385,3.86e-05,373.636,1688750,1.68875e+08,1.76084e-18,8.79843e-19,0,1.1207e-18,1.42242e-11,1.42242e-11
386,3.87e-05,375.422,1693125,1.69313e+08,1.76551e-18,8.8268e-19,0,1.124e-18,1.42235e-11,1.42235e-11
387,3.88e-05,377.016,1697500,1.6975e+08,1.76903e-18,8.85231e-19,0,1.12629e-18,1.42227e-11,1.42227e-11
388,3.89e-05,378.5,1701875,1.70188e+08,1.77464e-18,8.86844e-19,0,1.12969e-18,1.42219e-11,1.42219e-11
389,3.9e-05,381.394,1706250,1.70625e+08,1.77908e-18,8.90207e-19,0,1.13293e-18,1.42212e-11,1.42212e-11
390,3.91e-05,383.574,1710625,1.71063e+08,1.78474e-18,8.91329e-19,0,1.13595e-18,1.42204e-11,1.42204e-11
391,3.92e-05,385.433,1715000,1.715e+08,1.78857e-18,8.94462e-19,0,1.13879e-18,1.42197e-11,1.42197e-11
392,3.93e-05,386.871,1719375,1.71938e+08,1.79329e-18,8.96501e-19,0,1.14173e-18,1.42189e-11,1.42189e-11
393,3.94e-05,389.626,1723750,1.72375e+08,1.79697e-18,8.98839e-19,0,1.14426e-18,1.42181e-11,1.42181e-11
394,3.95e-05,391.516,1728125,1.72813e+08,1.80245e-18,9.00743e-19,0,1.14743e-18,1.42174e-11,1.42174e-11
395,3.96e-05,393.085,1732500,1.7325e+08,1.80659e-18,9.03431e-19,0,1.15007e-18,1.42166e-11,1.42166e-11
396,3.97e-05,394.386,1736875,1.73688e+08,1.80969e-18,9.05909e-19,0,1.15235e-18,1.42159e-11,1.42159e-11
397,3.98e-05,396.801,1741250,1.74125e+08,1.81563e-18,9.07912e-19,0,1.15599e-18,1.42151e-11,1.42151e-11
398,3.99e-05,399.302,1745625,1.74563e+08,1.82065e-18,9.09998e-19,0,1.15898e-18,1.42143e-11,1.42143e-11
399,4e-05,400.962,1750000,1.75e+08,1.82466e-18,9.12662e-19,0,1.16179e-18,1.42135e-11,1.42135e-11
400,4.01e-05,402.4,1754375,1.75438e+08,1.82975e-18,9.14999e-19,0,1.16524e-18,1.42128e-11,1.42128e-11
